user_id,business_id,stars
zvAhaRlPXXiKLfuBHXAWTg,-wDNRL4lm1UgeFLG9KcrjQ,3.0
p5qgFw6icP1R6SBfbmE6Ig,ypfFfR3-PbtoslIhohNstw,5.0
zJswYX7-utNvV1dRxAHK2g,UDE4VL0k8Zrko7RkJ4agGQ,5.0
aPF1nW2ecOTyFjf3ZCTtnw,U1g7IHZcnRmOc2m3mvWNig,4.0
ZWD8UH1T7QXQr0Eq-mcWYg,owt49CrXMxyLNB_K8OY4-Q,5.0
rYhhwBBPmrV9UwN7VIrnTQ,58APdML-PG_OD4El2ePTvw,4.0
8Ai_ZcNO_Ros2xJ1HuIidg,UT6L3b7Zll_nvRidijiDSA,5.0
gfY5hPf4umUmBSoKg4ulmA,uUEKndnFbHD8mVkGiirtpA,4.0
kTgMBl7Xse04Z0Y353bCjA,7HbKKqXtZUjf6uVSHZ8wyw,5.0
Q-kFSXUsidFrFUB3D2g1Qg,cTJjTKz2huGZ-ElScC2pSw,4.0
3DaUXXSq_rMMOqz01Upk-w,ME6D5nLlfG0xZCtICOYDuw,5.0
pbo1TcPJHg1NeQz1adq2bQ,VMPSdoBgJuyS9t_x_caTig,4.0
CLbWqhueMo4L9yEFn2FkEg,e1RcTvtihmYdf8At7hLgRw,1.0
sOL82Hbfza89tKL6m_wBJA,A-ToCCe7d2lWM2uXGVMO7g,1.0
D8PJTlkMlwAyDjow3pup_Q,Jt28TYWanzKrJYYr0Tf1MQ,4.0
onroTne3We8dVWfw3lz3eA,aRqxT28Tdz2aDiZ7Vkyejw,4.0
KdRUbbdZ4GxjV4h2BeZH9w,XZbuPXdyA0ZtTu3AzqtQhg,4.0
S1bijCtBDIwew9C1VfXB1g,XZbuPXdyA0ZtTu3AzqtQhg,4.0
0ObIfSgndeeR_kGlo1S7Ww,OK0ba4X5seibH8oMWh4bhw,5.0
RNzjSh9EApYf_hvJGtbpxQ,_xOeoXfPUQTNlUAhXl32ug,4.0
jx8xGprSDBA_3M8uM_x8FA,7EZ4Eu7YJ1ltRCC5jXFJrQ,1.0
lmyuHkeEuUGM2tqc6LiNGw,Yc5_nA9NqqxOp8WCugF-Ng,5.0
uaPJcLEu_MiPyYT7ZcaqHg,-BmqghX1sv7sgsxOIS2yAg,5.0
pLBxv4aOFRHp3m_H64lhRQ,WCnPXkhqsbjJCEgS0FempA,5.0
tX4d5ktzse4TPxNOds4VCw,28adZ4lsuUeVB2aWzohK9g,4.0
-y6S1XnwFt-ZXasyPXbr6A,yzmvsG3Vo-2_F3_0wHzJdA,5.0
ug6pnYz7O-JrYJpOJ1EZ_Q,O2OD-ojkZXsSbFyzpuvtIA,5.0
4BSBPB2hy8CDXZA0yfC7TA,4qG3Gh8QyugC1XvoTlmgcQ,4.0
23ueRrSWWtrEyT2ViGWKMg,eI1ZHGOr2Pus842KrZD5ZQ,5.0
_DuT53_-Cs2t8h9UVe6VtA,eqQnIjAAhOUuHqK6gTWRXw,4.0
Ka2VMEwLf_uZuRAxGSRZlg,eaNenRk_liZBERFFLCXqqQ,3.0
LUNO0fVb3aO-SPDjMYmzzA,UByM7N0mF-ylIGUuIWHCtA,5.0
8Fna5VseoP5pw-8cnHer-A,8Fgiwhu-RcnyaxdLx-HIhw,5.0
3Y7KI-jzy8rMgzAxGgfNDQ,yNPh5SO-7wr8HPpVCDPbXQ,5.0
8nSAbI-nUi0GavThHTEkJQ,2SfSzEd3B7WimeZac23zhg,5.0
1l_O3VEl9TV_JjKAzzyz0Q,d_q4avZYM1sOlQP7noJKVg,4.0
MMxRLgkd-MgwowmggmR2Dg,Ec9CBmL3285XkeHaNp-bSQ,5.0
D7gRkh8gokvIlfxz0s72fQ,mRWNt7hxoFzo5XZaoSC7aA,1.0
V-CMshOnHJcJxJiwY-Q8PQ,ZCzey5aPhd7jYIoHsUfjmQ,5.0
AF531-rF67ZVFSWTqPc38A,XTtNTWH_Nqv27RC7OtS7dQ,5.0
qfXohvCRAeBYFo0-JgseGg,hihud--QRriCYZw1zZvW4g,1.0
2cZjRgKyhDxC0mzhXdGNDQ,eb31LLI9QhMbtjBlkyx7VA,1.0
7cnJMmi8GJdYzdN0p-F6mA,_xOeoXfPUQTNlUAhXl32ug,5.0
rI1KT-JquO6IIKfX3K4GfA,5DDumAHRKumv3gZiPKW6iw,5.0
27LgQt_13f47mMFGfjGW-g,eUuKXhloFVHdQsLdodcLbw,5.0
-daqhtJSAahr-4pVaNt3fA,7PRse3yCQbEprAj1DWrEQQ,5.0
kFXsGfeywYxgE2atC6WBLQ,62HlThvB9Rm2QFu_OdXe7w,4.0
DSZjwVTxsmqXTPbmx0fbaA,TNaqJk3Oa__aCLAGHpz7_Q,2.0
CVz59fHlXSphe2WtOUvo0Q,iyFS4twFjCKfaKl7kUl3sg,5.0
1DGt9rWx57JYbARbcPKrUQ,VBVqHnViRLSYAqP7v8iNNQ,1.0
7FdW2SGOF03KXnWgiVUpoA,c5TOGBUCCUUNBPM7h_KbmQ,5.0
T7GTNBBpQ6d8GBWv_HM-ZQ,idrN6XWKErG6nKDsEMNbOQ,1.0
kLxQPVPkPdKDlTx1ODRpwg,6kkxRV8H9SQLybj0xnEbMw,4.0
g9eud-hds3oUbO99_wweoQ,NFm869_w6cvVaWaNpAzjeA,3.0
Hg0gMVKYWNApa59L7A8BiQ,UT6L3b7Zll_nvRidijiDSA,5.0
-KrR1sfoHe6pNiEKuRPwAg,2g_auUWw7c3c2CUTgVqI8Q,5.0
zlWSz4voG5SjJNQWW3rDnA,Ok9vikKusbG_Ue9pJf6s3Q,5.0
RlpkcJqctkKXl-LO1IAtig,iIe6PLxsZDVyrKf4ziKxyw,4.0
x9p0RQsdWD-NZuhH4J1zHw,Oi2k3en1Ip-D0n_jfGbvIQ,5.0
siDEyqT7bvcvYCZmYdnbbg,D-RQsQjEVI_w-KC7iDJd5Q,4.0
c5BgNtehrBsJ45AAAJ67Gw,Eu-M3y8a5bIxIRXlCj9yHA,5.0
4zfZHqtEX_eGUE_Nnv1Z4A,V2Uvh2cUl3vufW9ChM_jkw,4.0
dAB-v4B-5_8QgTcoVSnZOw,5LPK0LeKiS4HKzYwKXvFLg,4.0
SOlw_N92rCZUAMFRIx2hUA,VMr8sgoQOW0fo0qVJENajA,5.0
ckzzBbHPecpudAaAbX-_nA,YTCCJ3ShO-zg0dlx1nk6dw,3.0
MVweU6TF16a1q6D4Zw-PCw,CqsJjzullOVp29m0l__k5Q,3.0
4McYx8BBWDq_lS7CFWtv8Q,065c76tt1dXBNmoGBymUgQ,4.0
PaCipJMIGAhK2c9bQVkeJw,oi6mahpAmEuikfihFVDmCw,4.0
rYc9kN5Opncq0JezszjYMQ,8F9C5vhDlYphBWELUgLkvQ,4.0
xKFkcJwlTiseJs267qlMPA,jppxrDQLXr4Nk8cV7IGlcw,5.0
vQK8quSVM5RsTV-vbAsOTw,WCFz9KVJTtIXSVvD5NMYoQ,4.0
VzZb01loC02m9AhMHWMHkw,rcaPajgKOJC2vo_l3xa42A,5.0
gVtAUMKwJuZaRKz7--bLqA,AueEbb9kao4lt6CYt06hqw,2.0
UQaDNO3j9E15QN5aYaX8AA,ItqPtxnayraXSlBS0EMOgg,5.0
TTa7AmDgbLHGdg-KPohlKA,CfwrsG76Wm4iLS22v_wAcg,2.0
LkcrdEk9-SOBbLXt0-Mvwg,UCpUOtvqR-NBWBNVMzJleA,2.0
kwS_MjOUs1Jd_4X7B5t2yQ,1yDg3q9jjHpwI1co3pw6QA,3.0
q_j2ZKMwF4-6yHohyNwmug,9LE2yGl23qxitNc9mkpbjA,4.0
M8hsjur81r3_LhHo7w4sCQ,W7hCuNdn2gzehta6eSHzgQ,1.0
R_TJQ6Hy1BtOYK_hCl25bQ,_PKXarw3GjlbwbXhjdpUMA,5.0
273vUxZ4LRT53kiifAuwbA,ZCzey5aPhd7jYIoHsUfjmQ,3.0
OrTuYS6LBKX9_Ge1vJuw7w,UPSzbM6D2SkarWAINq1I9A,3.0
uJx5Xr_vK5MCGT_k8_yH_w,Ec9CBmL3285XkeHaNp-bSQ,4.0
4O4GqbqnH1stCNfBYlV91Q,TQ-FgDYJbJhIXTvSdv-jUw,5.0
eSqMc6Nh8pQSQtI1OT_mBQ,_gO1inMQhfXlK_S46SgGJA,3.0
Jy1YIQbU-OmBVr488nKLxQ,0FUtlsQrJI7LhqDPxLumEw,4.0
s6zdXBBNArnZjPmlAlClBg,NtfAbj7MSj5IOhAsGM0-5w,1.0
sW-CNHEKz3Qy1L8c1EkaOA,ceuvH6NpDhpT1p4q1w93pA,3.0
3uq5QyL28UF-UGD9LKfAmw,eaNenRk_liZBERFFLCXqqQ,1.0
UJ4uCYEppIIo9IRGMx5E1A,M0CBCEY1UFX0JCRzKZ9ujw,4.0
NN9SThdMsM5xSd58mZ32dQ,zpGCFAt_MydbQN4EsXee6w,5.0
0CaxcGaQIkOO1DtUODjbyA,QFqtVX-lyZQgVHQrG-dhlg,4.0
lHLnyiVJ4gUm3LQ9L5rfJg,hJC6IOVyB5YQKL1k-5W4ew,3.0
BfLPcrmnmBJST8_r48I2Hw,_BnBjRMt5Ba-TAv07r3fyw,5.0
tSyjOfLZytCIO2yx_KW1Vw,bjJcDCx5uMUr89nxBdGizw,5.0
qn5F6kkmhZzW-2ofPpGHeg,ol-aOSZbIh46Uy3tKjciaA,4.0
6C_CoCyLWzMrvY1dd3OdLg,vHt0CSynqesXox-9nBj7uA,5.0
qArrBVmRd2iQjN5vy55abw,TWt-6EilZoSH99CheLPD2A,3.0
U1vl4SQzO3wTAWlYVnSjnw,Q4A3lotSP4AzYwPZPbouKw,4.0
zyg4-MFtfPWmwucVazSjfw,eufGie8BYKRa8tGYAGhb7A,5.0
fhwZh6_7YxWeVEuskKMTcA,poSV39UqEg-gpESXafS9-g,5.0
pVQ0r316y4jpJdt8ufHXEw,bDtsc7WTwEJZFuvjXy8wng,5.0
IUG4FRM2l1bIBdo_BsxSIA,tMdgY7Ou4k3bYZZulJCiuQ,5.0
LHQ82OZdbLOrdwVxEieaoQ,z4K95Y4P5nMrtJiDtXWDYA,4.0
zMfryQcgMVOJrdPmCGJyeQ,4qG3Gh8QyugC1XvoTlmgcQ,4.0
Xgc8RAII67FdKk9Iwv62rg,46Ld9Qc9nAx_A0jwclNZiw,5.0
_OkEXLN_5T9cMc3UFrLT9A,46Ld9Qc9nAx_A0jwclNZiw,4.0
jV2JRJT9oSEVzoSkOSqmiQ,szGbmw_vq3kVU4SfK1x6Sw,4.0
ibfw2LUjalN25aZYDY6EuQ,vTqKk3FgwwLgfCcV7F1jmw,4.0
xuciFPT5qO04YzWwb-CCdg,f8IMQgRwo-8GP372MElDGQ,5.0
f8dRAxgqFnRH5l6AdbOf-A,42gnKgy6ryfQ4QBtmyVgqA,5.0
4G0kaesmUCIWttkt6bioHQ,ACb637NG7EnswRs8U_BX_w,1.0
jhSe6QWZiUq8yoUmvVgTUg,bQ-sXUqPSr4-iJfB764Nzw,1.0
AMOQdQtfGisU9aNfk7s2Sg,NN6HpdvQlGZUVjBwzhgUWQ,5.0
gG7PfQQouA2JljeR4DWR9w,ufmokEGxGqEWIdvIVsNg_Q,5.0
RU9Vg1ERB87OETJyv5pvwA,8OeHn9KCbICuRBs_XiDDUA,1.0
Av7MzGi9W1fJij5CHuY9Qg,UDE4VL0k8Zrko7RkJ4agGQ,4.0
mCLrwowWkJz-cKl9BY_Ubw,wSAGILK2CFbq5BVZ5D67-A,2.0
vrwEyaJSte3zyFDKP7PaFg,lwpQQflP1CGJPV7QLybzOg,3.0
CJqgUQeWhdgbDyLAFy7xvQ,iMGGM-WVNKep9c6bgRYjpA,4.0
C5f4mfGv1G5WhXe5SLauLA,3j_mvJHnT7nJd7su_7zazw,3.0
u2xFh32LxAQ5F_35THgWjw,ypILNgy7QFskKAdcPKB2RQ,4.0
KmHtoogKhK-ID7FWGOPvag,Nv2ILPkvHatA1Er5rqnZTg,4.0
cp4UIiQXoWyb2ADjgrNtyA,f8IMQgRwo-8GP372MElDGQ,4.0
8ziF9bL2WU9boE6du0yAIA,k-drEjxKmfqllwfY90STfA,5.0
akwf2HZW4h29wP5XwMiRBg,OK0ba4X5seibH8oMWh4bhw,5.0
u3ZPMVVEzneq8x856WksJQ,ZspvlO5Dvtd517YhVLJJ_A,3.0
ZEVHQJf-F9p5_WeyUtOYow,jHB0Rb_xjcUy5po-XQAB-A,5.0
haEqV41MSa3d4KFuMia76w,WCqcYtJ4rUxA4bIzjOfzqg,3.0
K--OeLy6-GRZIR2RCxdprA,VMPSdoBgJuyS9t_x_caTig,4.0
WrlxE5qpTrOPS9wYAHqCKw,6sheMoVcv6xrs1E7-bNPZQ,4.0
GQzrkCr585I49766K7u8jw,XWfpcqwNl2Op8CrDhCE8pQ,1.0
Ni4n-YjICsjVCwbaaR1qdA,YgBQEX8dB27FdYj7PaPhPw,5.0
59xlIIiQvldmw5i-5e8Nkg,swX3Vj3dQsz1YlCRmwNQEQ,5.0
xaYW9NG_EzRMjWRLZTwBFQ,nDn2h-_c7Xk4UwM0aiXZlw,4.0
rdrbizbKmClF3M2t11XxFA,E3jaP8ftRTQiLdA6M9CGyw,5.0
bcnukFkiI8fQjDU35QQSBQ,SZEFE5hL7aN5nM-A44iPwQ,5.0
fJezNrc49UX9gONGNJ4YUQ,4gwh0q7JsdzHIm_pdYUlZg,5.0
TZ6q9kDzHnOr2liJIs6DXw,thlAnPN1ApoNxSnok_fcvA,3.0
Lbx7hNh-l3xX-cu9tD0TmQ,sc9GaupuocNSScOm0J88aA,5.0
W22709z8WX2FSd6Jd84lMA,vOcIhGg69R6gq9j1CTGaGA,5.0
6X-jOW7lsctid8d_SY8d5A,37XExTruLjOLqnTERYy8aw,5.0
K3v1QF7RP9TLWUIIdyCcfQ,4CJ5p16a6KY778DYWqcMTA,1.0
62G8kBc2MfDNP-ReecQhZA,P8IsTiHq5Hesa6UPL604ww,5.0
Vs4-FOAGiGx82Nsu355GHQ,bMIVYOyr0pOYHUDNsmSDwg,5.0
cXYfwJclcbHAbam3xzY_tA,nnDLapJk1z2NJE0-XzwMlQ,5.0
CmzLLzI8ijZrtyVzvGLHGQ,YOD9dXrnpu8HTRILpF0onw,4.0
dMWZ5C3awbLDGCPrLVqptQ,LRMwXHODOLJcLJoSvxeHFQ,2.0
XdfIcOBGI979dOWRV3NKKw,XZbuPXdyA0ZtTu3AzqtQhg,4.0
8ZhO7ixP3HRtrry5ygfYFQ,U1g7IHZcnRmOc2m3mvWNig,5.0
fzevRmEUuKrZTKBgCsvNzg,CE7hNKYS6gIMKv6jK429uQ,5.0
Yvs8q8tth9J5-7Pdxkaq6w,eF2jf-E5ktRQIh_4_-Jxsg,4.0
fD2BIDg2yV5EMeqzFXkvTQ,G-0VVUUoNUKT3GrnjZnsaA,4.0
1LM0f41K_mNqBjVl7PB1pQ,LGEIsxeJQATo9J1IA-TEdA,2.0
PjlYINWKAxdWvL1zz4UlJg,k4jX-Xe9dFu2pmdnlrcwgA,2.0
1l_O3VEl9TV_JjKAzzyz0Q,OD09pm-MzynigAvD5KoGPA,3.0
kPvTjMHDkBI3OIxIBPkjDQ,eaNenRk_liZBERFFLCXqqQ,5.0
OKFutVf6PM1-iSY86MX1LA,2qjvYspb3bEmCaw1vmSk0g,1.0
xq0bK1rfmXNDex2tVNPQBw,geQG2a9uO6Q9hXVx937Kbw,2.0
USn-E16UUM45nmOp0rWEfg,QHRF1RvAmZIbnXWK_fCPcQ,2.0
XmEiKBBXT9VlLHT7z6oC_g,woXlprCuowrLJswWere3TQ,4.0
lvGyDFhe8Yh9yg4knY-i-w,inLDlmy0p2ZthCYQzGZVnw,4.0
n0r_0HkCFaC175vXtIVcaQ,iTwYEwBqer2O4OkI_7Ef9A,5.0
WfbJKGJWj2yQ50XRku-OzQ,Vg1C_1eqwIwkZLIXGMTW3g,3.0
zSl68XFwisQyr_TDXQj3ow,tvYID0arhN-shKGUrC1Wsg,3.0
e5jL6i7aeAKktpZcSLyLDg,tcnu9ivUsuQUNiz944bpOA,5.0
soc2J5OHH7V6JQ7t211Icg,k1c_bC3DK6mKg797vH1T8w,3.0
KRDDr22pTXFcSd7VLdJWfg,Os1n1_idfw9vv9kwULGJnQ,5.0
QS8hvLT-Ks3gHDZBrz8D7w,UT6L3b7Zll_nvRidijiDSA,1.0
7_etBT-vLhCBJz0v6Dbsbw,0CElIQnJdQYF2bmsAiWczg,5.0
5RAADAUAvpoZbW2kJgicnQ,osSwv6CJy5hDKQdOKeyTow,5.0
FTsRfaVbDUB6Sc6pL-J80w,7sb2FYLS2sejZKxRYF9mtg,5.0
iH6HPgXttTI0AdJjWJkcPw,cxsN3mkioAXuOLKy04QpyA,5.0
5cNiDAQsoL5uo0ArBUajwg,uuGlYAIvYAX1q1KhpY6dtA,5.0
8BjtYLi4rfZH-v23S170OA,GfGG0Xhk7yTJTikmk3jJFg,4.0
a3RM-zFyB0YnGydpP82zmg,bf1N6Kzjy5sWTScBJZjJHw,4.0
eRDWzHCldd6YXypRECvHYg,PjtX-5vSTBVyWfMREX8bRA,3.0
wN4gFGx3srNtWU-DXvZG7Q,XZbuPXdyA0ZtTu3AzqtQhg,4.0
ZzJrlRX0k5X2mMaMqPs-Ig,LpJvitnw7vU5UW-3KE9kjA,5.0
rV6McdBorQ5xkE1yljneMQ,tInrGCzll4k9hF34Ye1rvQ,4.0
cv0d46AaUiU1hF_ixe-2WQ,AtD6B83S4Mbmq0t7iDnUVA,4.0
RI66qTEDRrS4-yiULLbtmA,IMb5BpDLlSbr7yn19HhltA,4.0
eaCznBMQy9fgl4Fe0jBtUw,NEVA0IYbawceL6kz5v5DAw,4.0
aaPzncoFcHkj-AJPQTgCxw,PJ-VbAtIOso1dqd2frQqqg,1.0
dLxT3-EwXkrI9AXoW6HCGg,LkMtMHVetws5_7QfRjPtlg,4.0
PbuXIB-7MRXcf1Ueg_g2lA,jzY_beeQKdvA-uZsqDke2Q,5.0
WVfVVOR7_6P-PQMUHzM3Kg,dX90qyHzfC4Cxh-lNBAEgQ,5.0
53bZ_EsXH71L7iFs5MP9_w,XnJeadLrlj9AZB8qSdIR2Q,5.0
n-xYvlrFyhTmPBUObkW-AQ,8oSNaQnLGfbFC0uyRUjfCA,3.0
2zD4GHzv0sW05XgME5KMqQ,Ok9vikKusbG_Ue9pJf6s3Q,4.0
g3-0jzjrnS-Gf-AgdMkOaA,mBzL2_AKRD5TFQwMA6Itdg,5.0
qRfMtCMCzdJ28wzc6wJCcQ,ZGaW5a7wxXxUgGTtbFqNxg,3.0
TLIWzAJPrET0zX4_vgvLhg,wNMUtWy0SRQu7m3i4FNhYg,3.0
i7QG1ixeuFwpemeLvmRKHA,DxbdfvNYPCyiLJDDPJK3Tg,4.0
dIIKEfOgo0KqUfGQvGikPg,tDYcVluqZwieulc1iqxGXg,4.0
dNi1jsDygj1tdrol3I8wtg,9p-cpmHaga-EXyc6ZzYCcQ,5.0
kjeX2RXvW7RhBbD2QLd5jA,kBJfBVaXJtPEKLTov1hJdQ,5.0
v5XWQumF9xZ85lrmJcxsjg,u2q_84hHvKGl5hKnAE7zNw,3.0
klW2QlgC7I49aTWp90Wsnw,SZEFE5hL7aN5nM-A44iPwQ,5.0
QCIy0-SlKuA0-4HgnP8Wdw,jK95osbuBt_2LMuF1Dkuuw,4.0
V4TPbscN8JsFbEFiwOVBKw,nDn2h-_c7Xk4UwM0aiXZlw,3.0
yPM0X8nANqXUUrcZHVQSZQ,d4qwVw4PcN-_2mK2o1Ro1g,2.0
fYJGKhZK2FZckYWDMdCooA,IKYC89dNASgiPI6iIZj8Sw,4.0
5JttwB3cfxkATSR2RmvLgA,7ZBh-3wWVQ5zkd6KZytW0g,3.0
9tQH_HMkv-nZmW4lydezwA,WWqdy9PKOSyhLgHIGaNFrA,5.0
J7AJ52F1U71injnRFh_cQQ,02BXFKzu1rgaYulNGYvi6g,5.0
sYZhoDuEG-5mHQyLTDHv3A,yBxzqKXHhvNVaFnEOd4f7Q,5.0
4ONcRRisDZkbV1cviA7nFw,x8A0DPqfAPwdmAYjISW_jw,1.0
Un8b-5KCUvq0ybAcdgc5OA,IfUkm42SB9D0m_ZbkQ711A,5.0
J_0l9GFPC9ejglt5ue-gRA,P8IsTiHq5Hesa6UPL604ww,5.0
dZc-FKDMHpNMaLOJKFYpUA,yNPh5SO-7wr8HPpVCDPbXQ,3.0
sR3vq6nTP9s_hqBTPDfnmg,nnDLapJk1z2NJE0-XzwMlQ,5.0
u9N5_-N4oRz-UhwCFNbp-Q,Sy75QB18Sv-xNp8FoA8KvQ,1.0
FKzC3UL8SmO1DmdIATFg8w,K5sUVFSGFEZosixSXgx5sw,2.0
Fz35LP1zq3sLoimfDOhU8g,lwpQQflP1CGJPV7QLybzOg,4.0
oUYzuek-XVWDqInzcWQXyA,ACb637NG7EnswRs8U_BX_w,1.0
jJD0NyZD0aMGmRlMqk0dRA,PlP0c_u3g-3LiWHpb2XnOQ,4.0
ZhK2xIa4f73JZfua7IP8vA,tOhRQqiupLyJdBJVQMGOEQ,3.0
hLVq7VSJBHZwqurwWoCmpg,U9aA5H13y7t9xWnoQslV0Q,2.0
f4Fgre9uEnyPXB0vGdUsVw,XZbuPXdyA0ZtTu3AzqtQhg,4.0
cZ3D3aXgh-aNvzhI2inXWQ,lu6IAy3HQaQytbKIAPh2EA,2.0
0DnQxBz82tU--KsevUFCTw,rcaPajgKOJC2vo_l3xa42A,4.0
HEvyblFw4I-UsMqgPGYY_Q,8VTzNZMiSRooRDXBUOzqGQ,3.0
iA4iura1mleENeFMYaz-SQ,XnJeadLrlj9AZB8qSdIR2Q,4.0
pabMYegF28KjHQ5hybAJ0A,lGy7jJ9oVZUJNkmZj7ewgA,4.0
B5KdveieqxeVf13xYhhWYg,6ZIHxvFTHC1pvAzAS0uLDA,4.0
7Oe6ikklTjVBbEFw9emLcA,ItqPtxnayraXSlBS0EMOgg,4.0
msU_0GeWMr5aKaAje6pqhA,S8FDnhP4WKlRhJxSIkcxFg,3.0
mC0i2hiLFofh-7E_WDiC3w,_xOeoXfPUQTNlUAhXl32ug,2.0
OvYN86BmZyP87SaTO7mHkQ,iQAwmfMPmOaCr5aeahV1ug,4.0
CxDOIDnH8gp9KXzpBHJYXw,ZI8Aa41WiFj1XYJRUC54ug,3.0
07E6S5rt_yMYGXfc0Bi8Lg,_V0yJdpXrbdKzBDoVSJGWA,5.0
njbzzoW5Ex8K9siqF4eVYg,JfJLTEp_yv5lxFzNt6JalA,4.0
UoAQjg_c7VpdXrvlHfgV_A,Atk1wlFBAjbxczwL0uwQVg,5.0
JAIa7M6Usdt9-LsJDjE8sg,7z2x16M7IuG8KPfMsyVrKA,5.0
zjf0mH9o157C6sQ8gawEdg,xRugkNACWUoL9RFDkW1v9g,5.0
Q0rFrmayqraSB1c4bS2xPw,u2q_84hHvKGl5hKnAE7zNw,5.0
C6LV0p8L6IfBfh1YFRkWzQ,XZbuPXdyA0ZtTu3AzqtQhg,4.0
b7WujrkpeJ9xkXimMyrGDA,iyFS4twFjCKfaKl7kUl3sg,4.0
Q6mw2sC5BD6bMD9sA0lecw,ifWWD_qpzeB83e_3mDh2-A,5.0
F_23jJSCq9LW9JArrZVa4Q,_4Gpn_NIM94D9OFucgfaJQ,4.0
qWTeFVdxXS-H5l41XA_Lxw,K4rLi2Mqz931v07nMSih5w,2.0
Efc2ShwKN6dhV8nN0GURVQ,PhrTUiNQVA_XsK43O2TA5w,3.0
gfY-BGAJMINto1WK8w6orw,LGEIsxeJQATo9J1IA-TEdA,3.0
T3yonLoQICKHAv2KEScWMQ,D6xj8xnc-R7Y2y18isc0-A,5.0
ExWsUQV_9jY1Y-M-icdeAQ,sYx7UnIj_iP3QwqJoVq-Pg,2.0
NgavU49JWmusG2BjfqNdaw,0FUtlsQrJI7LhqDPxLumEw,5.0
nGuiB_n96LxohpDFsKljBw,GwcfhhBoAUT-kJQpDjsHxQ,5.0
lPajgnbZKPoJDhtNrhkBgw,yNPh5SO-7wr8HPpVCDPbXQ,5.0
XJo-f8YPo8sDRJpbcoq63g,VH2BjFjc9usDquDgoHhptA,4.0
lf00pYEXIGjpfGtoOr5yOA,02giJIMo2sfua2wHfCbG-A,5.0
Y-qbpumFHhpiT7BLK2yGXg,5H4coiGpvG3XdnU1Nde2xQ,4.0
8tdpq4NS0rd9c0eyy9M2lA,2aWV8Rx4TwtB0x2pfIPNxA,2.0
LaiylSIbrA3aPvOYtl-J4A,wHlLjTBWPEbxHw6ZysSKIg,4.0
72DrZyJDK4sT621qNg2Eaw,wTevWOYtRgrW33SNtRW6wg,5.0
O4s9lPLMbT981mu5JMCFYQ,I94IGseS7WnW2ChK0x9BZg,4.0
yPmlM7fxm6H4u3kFdvdHbw,6pG7n8Rx_7ZXeQQk690Nsw,5.0
u-iPzwyP4p6rEoFVKrefxA,T2tEMLpTeSMxLKpxwFdS3g,4.0
sZx0GLCztV-DlVnZrLjF1A,i53HvxUdQEMllZ1XmpjjyA,5.0
5H-5blrF5ubT7LBcNn12-A,hihud--QRriCYZw1zZvW4g,4.0
IyQq_yYwvahORjZ5Altt7w,BrclERrbZrQNRyBmDGawQQ,5.0
ZG9QsCVjrfDK8E6CkBPfEQ,hXY9Yq0nOLgHsWLbjam--A,1.0
gg8dGaaDtkBWgUFT9WDZcA,BFibmswPtBNyChp8vBHRsg,3.0
BKQTwMQOYkMNoElEZ1UMCA,Ryqmm5vXHmSscZjzQQkyxQ,1.0
7CPOe-geTb6jDLjycqz1Bw,6kkxRV8H9SQLybj0xnEbMw,1.0
ES44985DEfdG3HVU8_Ro9Q,q2GzUNQj998GSC8IhkN9hg,5.0
VT1WpDMcGc1r3utq12EKAg,f8IMQgRwo-8GP372MElDGQ,4.0
2vjhX3AWpTWZRrgQ-FCTRw,LuBj6jfwKsbpKy441wkRlQ,3.0
RdTqjxNJHP5JkVVcTfeK9w,onCx6Ye5IwD07emyj-VLrg,3.0
r5Gynet5ggIhuf1rt-Wh_g,brIaz5gTzBX6fgJNQZbUCA,4.0
n78m7kWxOGQyk56R1bYc7w,xfzDtGxx6B4a27RAyah69w,4.0
mXlJzyA7r1Q7v9ItVLQQ9A,ypILNgy7QFskKAdcPKB2RQ,1.0
73gNymAW1cqO6FtR9O65RA,Zsz_dLOEwihJHvMTK9a8Vg,5.0
SqRd2JPBFyzuTEy--Cy1QQ,8Tes8QqrvginmtCeddlGMw,5.0
_ee95opWLnHPT_u38BY9WQ,KPm5Q_edkqfD6TNSX87rVg,3.0
ME1-IwMQMHkowOxffKUx7w,N9o1UKmI0Ng1qYkTBTxHmA,2.0
NQVpwQvUaJeiR8xXBjoffA,hihud--QRriCYZw1zZvW4g,5.0
YeFT6K_CXmoBe1BbgozgSw,8K4BDHHXXBVGFqWQoMVQrQ,5.0
M9TjYmTgHayJ22cNkyvW_g,8edTRAKWTzd0B_sfb8ekeQ,5.0
sGvvq0JiRT8WSEbShyu_NA,CzqYP9VKJBzGLnp14naScA,1.0
oPwzvx1ck_0aE3QyLJvfmQ,uUEKndnFbHD8mVkGiirtpA,5.0
zWWcik1fRPZviBCQLC26FQ,iBhTjNsOzKZuSEWgTT013w,4.0
y2651Fx4BMalRcfINMWniA,7wHLFohwCw8l6WS-feLjeg,5.0
ZwRtFlUEMMqxlfm_RXnOCw,Ki8seQY5mtXc36xjoMfeDA,5.0
OHla4Awf8k1W5HQZ5Gn1uA,dF2OxheNLsqHBguWsNwOEA,4.0
f_5VRh79aew1cVWUmC1PJA,hIUKufhwR6Ifn7bi0-phLA,5.0
1xa4FLohSG-8_-les8WgXw,Zja7ykq3icDzkN20XX6j1w,2.0
OxA_E7ZD0f_4Gh8FQfCLUA,woXlprCuowrLJswWere3TQ,5.0
